pickup_location,dropoff_location,order_time,dispatch_time,estimated_delivery_time,actual_delivery_time,delivery_distance_km,num_items,traffic_level,vehicle_type
Dublin 14,Dublin 1,01-02-2024 13:11,01-02-2024 13:17,01-02-2024 13:28,01-02-2024 13:28,4.94,5,Medium,Bike
Dublin 12,Dublin 6,18-02-2024 18:41,18-02-2024 18:53,18-02-2024 19:03,18-02-2024 19:03,4.61,0,Low,Car
Dublin 15,Dublin 2,27-02-2024 19:16,27-02-2024 19:24,27-02-2024 19:56,27-02-2024 19:56,10.95,2,Medium,Bike
Dublin 14,Dublin 9,29-01-2024 00:10,29-01-2024 00:15,29-01-2024 00:39,29-01-2024 00:39,9.11,2,Medium,Car
Dublin 4,Dublin 15,23-02-2024 13:48,23-02-2024 13:51,23-02-2024 14:26,23-02-2024 14:30,14.11,4,Medium,Car
Dublin 1,Dublin 8,20-02-2024 23:33,20-02-2024 23:45,20-02-2024 23:52,20-02-2024 23:53,2.24,3,Medium,Van
Dublin 4,Dublin 11,25-02-2024 14:16,25-02-2024 14:30,25-02-2024 14:49,25-02-2024 14:47,8.95,2,Low,Bike
Dublin 2,Dublin 15,27-01-2024 16:05,27-01-2024 16:08,27-01-2024 16:37,27-01-2024 16:40,10.11,5,High,Van
Dublin 11,Dublin 14,07-02-2024 12:25,07-02-2024 12:31,07-02-2024 12:59,07-02-2024 12:51,10.26,2,Medium,Car
Dublin 9,Dublin 2,27-02-2024 23:04,27-02-2024 23:17,27-02-2024 23:29,27-02-2024 23:27,4.64,3,Medium,Car
Dublin 6,Dublin 11,15-02-2024 08:58,15-02-2024 09:11,15-02-2024 09:26,15-02-2024 09:27,7.22,3,Medium,Car
Dublin 4,Dublin 11,27-01-2024 14:02,27-01-2024 14:03,27-01-2024 14:28,27-01-2024 14:28,8.69,4,Medium,Car
Dublin 4,Dublin 2,05-02-2024 05:26,05-02-2024 05:36,05-02-2024 05:41,05-02-2024 05:41,2.54,7,Medium,Car
Dublin 1,Dublin 15,21-01-2024 17:45,21-01-2024 17:48,21-01-2024 18:16,21-01-2024 18:23,10.83,4,Medium,Bike
Dublin 15,Dublin 11,03-01-2024 09:52,03-01-2024 09:58,03-01-2024 10:18,03-01-2024 10:21,6.1,0,Medium,Car
Dublin 2,Dublin 9,03-01-2024 09:37,03-01-2024 09:49,03-01-2024 10:01,03-01-2024 09:59,5.31,2,Medium,Bike
Dublin 14,Dublin 6,16-01-2024 00:32,16-01-2024 00:40,16-01-2024 00:45,16-01-2024 00:46,2.61,4,Medium,Bike
Dublin 6,Dublin 9,13-01-2024 09:46,13-01-2024 09:51,13-01-2024 10:11,13-01-2024 10:06,6.77,3,Low,Car
Dublin 12,Dublin 6,25-02-2024 05:49,25-02-2024 05:57,25-02-2024 06:10,25-02-2024 06:11,4.55,1,High,Van
Dublin 14,Dublin 2,25-02-2024 07:28,25-02-2024 07:42,25-02-2024 07:51,25-02-2024 07:51,4.28,3,Medium,Bike
Dublin 12,Dublin 2,01-01-2024 23:02,01-01-2024 23:14,01-01-2024 23:23,01-01-2024 23:24,5.26,2,Low,Van
Dublin 12,Dublin 11,07-01-2024 17:42,07-01-2024 17:55,07-01-2024 18:20,07-01-2024 18:22,8.14,4,Medium,Car
Dublin 2,Dublin 15,29-02-2024 05:35,29-02-2024 05:44,29-02-2024 06:15,29-02-2024 06:20,11.42,4,Medium,Van
Dublin 1,Dublin 8,06-02-2024 14:18,06-02-2024 14:32,06-02-2024 14:36,06-02-2024 14:36,1.53,0,High,Bike
Dublin 14,Dublin 12,09-02-2024 08:15,09-02-2024 08:28,09-02-2024 08:44,09-02-2024 08:44,5.95,3,Low,Bike
Dublin 15,Dublin 2,16-01-2024 17:05,16-01-2024 17:11,16-01-2024 17:44,16-01-2024 17:46,11.35,2,Medium,Van
Dublin 12,Dublin 6,25-01-2024 09:49,25-01-2024 09:51,25-01-2024 10:01,25-01-2024 10:01,4.22,3,Medium,Car
Dublin 12,Dublin 6,24-01-2024 23:58,25-01-2024 00:04,25-01-2024 00:13,25-01-2024 00:11,4.17,3,Low,Car
Dublin 8,Dublin 15,26-01-2024 09:23,26-01-2024 09:33,26-01-2024 10:00,26-01-2024 09:57,10.29,3,Low,Car
Dublin 1,Dublin 6,04-02-2024 02:08,04-02-2024 02:18,04-02-2024 02:30,04-02-2024 02:31,4.05,2,Medium,Van
Dublin 4,Dublin 15,28-02-2024 00:45,28-02-2024 00:50,28-02-2024 01:28,28-02-2024 01:26,13.91,3,Medium,Bike
Dublin 4,Dublin 15,27-01-2024 22:36,27-01-2024 22:50,27-01-2024 23:24,27-01-2024 23:19,14.2,1,Medium,Bike
Dublin 6,Dublin 15,28-01-2024 21:49,28-01-2024 21:52,28-01-2024 22:29,28-01-2024 22:28,12.05,3,Medium,Car
Dublin 14,Dublin 11,13-02-2024 17:57,13-02-2024 18:07,13-02-2024 18:32,13-02-2024 18:29,9.66,3,High,Car
Dublin 15,Dublin 14,29-01-2024 22:35,29-01-2024 22:44,29-01-2024 23:14,29-01-2024 23:20,14.51,4,Medium,Car
Dublin 4,Dublin 14,14-02-2024 05:03,14-02-2024 05:06,14-02-2024 05:14,14-02-2024 05:14,2.83,6,Medium,Car
Dublin 2,Dublin 9,21-01-2024 19:08,21-01-2024 19:13,21-01-2024 19:25,21-01-2024 19:26,4.74,2,Low,Car
Dublin 2,Dublin 6,02-02-2024 18:47,02-02-2024 18:55,02-02-2024 18:58,02-02-2024 18:58,1.47,3,Medium,Van
Dublin 14,Dublin 6,19-01-2024 18:26,19-01-2024 18:32,19-01-2024 18:40,19-01-2024 18:40,2.93,2,Medium,Bike
Dublin 9,Dublin 14,07-01-2024 10:47,07-01-2024 10:52,07-01-2024 11:16,07-01-2024 11:17,9.54,3,Medium,Car
Dublin 2,Dublin 1,10-02-2024 23:41,10-02-2024 23:51,10-02-2024 23:59,10-02-2024 23:58,2.4,4,Medium,Car
Dublin 4,Dublin 6,22-01-2024 02:48,22-01-2024 03:00,22-01-2024 03:11,22-01-2024 03:12,3.31,3,Medium,Van
Dublin 8,Dublin 14,26-01-2024 14:09,26-01-2024 14:11,26-01-2024 14:21,26-01-2024 14:21,4.61,4,Medium,Van
Dublin 4,Dublin 14,28-01-2024 21:23,28-01-2024 21:24,28-01-2024 21:33,28-01-2024 21:32,3.55,5,Low,Car
Dublin 12,Dublin 2,19-02-2024 04:56,19-02-2024 05:11,19-02-2024 05:26,19-02-2024 05:27,4.99,1,Medium,Car
Dublin 6,Dublin 12,11-01-2024 22:17,11-01-2024 22:25,11-01-2024 22:32,11-01-2024 22:32,2.93,1,Low,Car
Dublin 6,Dublin 15,14-02-2024 16:22,14-02-2024 16:27,14-02-2024 16:55,14-02-2024 16:58,11.55,2,Medium,Van
Dublin 2,Dublin 12,28-02-2024 19:50,28-02-2024 19:54,28-02-2024 20:09,28-02-2024 20:11,6.36,3,Medium,Car
Dublin 1,Dublin 8,07-02-2024 09:28,07-02-2024 09:38,07-02-2024 09:41,07-02-2024 09:41,1.62,2,Low,Bike
Dublin 12,Dublin 14,27-01-2024 03:52,27-01-2024 04:03,27-01-2024 04:12,27-01-2024 04:13,5.78,1,Low,Bike
Dublin 8,Dublin 14,16-02-2024 02:57,16-02-2024 03:02,16-02-2024 03:18,16-02-2024 03:16,4.65,1,Medium,Car
Dublin 4,Dublin 12,01-01-2024 22:14,01-01-2024 22:20,01-01-2024 22:46,01-01-2024 22:47,7.59,2,High,Car
Dublin 4,Dublin 2,09-02-2024 15:45,09-02-2024 15:56,09-02-2024 16:02,09-02-2024 16:03,2.89,3,Medium,Car
Dublin 14,Dublin 4,18-01-2024 22:54,18-01-2024 23:07,18-01-2024 23:16,18-01-2024 23:15,3.81,4,Low,Bike
Dublin 8,Dublin 9,18-02-2024 14:40,18-02-2024 14:48,18-02-2024 15:00,18-02-2024 15:01,5.1,4,Low,Car
Dublin 15,Dublin 4,30-01-2024 19:16,30-01-2024 19:19,30-01-2024 19:49,30-01-2024 19:49,13.77,2,Low,Bike
Dublin 4,Dublin 15,15-01-2024 15:15,15-01-2024 15:21,15-01-2024 15:57,15-01-2024 16:00,13.82,1,High,Car
Dublin 11,Dublin 8,22-01-2024 03:39,22-01-2024 03:54,22-01-2024 04:03,22-01-2024 04:03,5.7,0,Low,Van
Dublin 9,Dublin 4,29-01-2024 04:58,29-01-2024 05:04,29-01-2024 05:15,29-01-2024 05:16,5.3,2,Medium,Bike
Dublin 8,Dublin 11,21-02-2024 14:31,21-02-2024 14:38,21-02-2024 14:59,21-02-2024 14:58,5.36,4,Medium,Van
Dublin 1,Dublin 11,02-02-2024 12:28,02-02-2024 12:39,02-02-2024 12:52,02-02-2024 12:51,4.89,3,High,Car
Dublin 1,Dublin 6,20-01-2024 07:42,20-01-2024 07:53,20-01-2024 08:06,20-01-2024 08:08,4.4,3,Medium,Bike
Dublin 9,Dublin 11,05-02-2024 03:22,05-02-2024 03:28,05-02-2024 03:37,05-02-2024 03:36,4.12,7,Medium,Car
Dublin 15,Dublin 14,10-02-2024 09:25,10-02-2024 09:39,10-02-2024 10:20,10-02-2024 10:21,14.72,3,Low,Bike
Dublin 12,Dublin 15,13-02-2024 02:27,13-02-2024 02:28,13-02-2024 02:53,13-02-2024 02:54,8.9,3,Medium,Van
Dublin 12,Dublin 6,26-01-2024 19:58,26-01-2024 20:08,26-01-2024 20:20,26-01-2024 20:21,3.31,0,Medium,Bike
Dublin 9,Dublin 8,19-02-2024 07:03,19-02-2024 07:09,19-02-2024 07:22,19-02-2024 07:23,4.18,4,Medium,Car
Dublin 2,Dublin 9,07-02-2024 23:54,08-02-2024 00:08,08-02-2024 00:19,08-02-2024 00:18,4.32,6,Low,Bike
Dublin 6,Dublin 14,09-01-2024 08:15,09-01-2024 08:23,09-01-2024 08:27,09-01-2024 08:27,2.14,0,Low,Car
Dublin 8,Dublin 14,18-02-2024 16:02,18-02-2024 16:16,18-02-2024 16:30,18-02-2024 16:32,4.61,3,Low,Car
Dublin 2,Dublin 9,03-02-2024 05:07,03-02-2024 05:22,03-02-2024 05:30,03-02-2024 05:29,3.5,6,Medium,Bike
Dublin 9,Dublin 12,22-01-2024 01:22,22-01-2024 01:30,22-01-2024 01:59,22-01-2024 01:58,8.99,2,Medium,Van
Dublin 8,Dublin 15,03-01-2024 10:32,03-01-2024 10:35,03-01-2024 10:56,03-01-2024 10:54,9.85,4,Low,Bike
Dublin 12,Dublin 1,18-02-2024 10:18,18-02-2024 10:19,18-02-2024 10:38,18-02-2024 10:35,5.51,4,High,Bike
Dublin 11,Dublin 1,16-02-2024 05:28,16-02-2024 05:42,16-02-2024 05:53,16-02-2024 05:52,4.99,4,Medium,Car
Dublin 15,Dublin 9,28-02-2024 01:48,28-02-2024 01:50,28-02-2024 02:14,28-02-2024 02:18,9.69,5,Medium,Van
Dublin 2,Dublin 14,15-01-2024 17:38,15-01-2024 17:51,15-01-2024 18:01,15-01-2024 18:00,4.62,3,Medium,Car
Dublin 12,Dublin 15,29-02-2024 12:19,29-02-2024 12:23,29-02-2024 12:42,29-02-2024 12:41,8.51,2,Medium,Car
Dublin 8,Dublin 12,11-02-2024 09:51,11-02-2024 10:06,11-02-2024 10:19,11-02-2024 10:19,4.42,4,High,Car
Dublin 2,Dublin 4,29-02-2024 07:13,29-02-2024 07:23,29-02-2024 07:31,29-02-2024 07:31,3.12,2,Medium,Car
Dublin 11,Dublin 1,06-02-2024 21:00,06-02-2024 21:10,06-02-2024 21:19,06-02-2024 21:19,4.66,4,Low,Bike
Dublin 1,Dublin 6,30-01-2024 16:15,30-01-2024 16:22,30-01-2024 16:28,30-01-2024 16:28,4,3,Low,Car
Dublin 9,Dublin 14,11-02-2024 23:58,12-02-2024 00:09,12-02-2024 00:29,12-02-2024 00:30,8.94,3,Medium,Car
Dublin 9,Dublin 15,15-01-2024 05:22,15-01-2024 05:26,15-01-2024 05:58,15-01-2024 06:04,10.04,4,Medium,Bike
Dublin 1,Dublin 14,25-02-2024 02:55,25-02-2024 03:09,25-02-2024 03:22,25-02-2024 03:22,4.85,4,Low,Bike
Dublin 2,Dublin 9,30-01-2024 00:51,30-01-2024 01:06,30-01-2024 01:17,30-01-2024 01:19,4.57,2,Low,Bike
Dublin 11,Dublin 8,22-01-2024 12:57,22-01-2024 13:12,22-01-2024 13:30,22-01-2024 13:33,6.09,1,High,Bike
Dublin 12,Dublin 2,04-02-2024 11:26,04-02-2024 11:27,04-02-2024 11:39,04-02-2024 11:39,5.34,1,Medium,Car
Dublin 11,Dublin 1,11-02-2024 00:04,11-02-2024 00:12,11-02-2024 00:27,11-02-2024 00:27,4.55,8,Medium,Bike
Dublin 2,Dublin 4,16-02-2024 10:54,16-02-2024 11:09,16-02-2024 11:17,16-02-2024 11:16,3.16,1,Medium,Bike
Dublin 6,Dublin 2,14-02-2024 20:28,14-02-2024 20:40,14-02-2024 20:43,14-02-2024 20:43,1.46,6,Medium,Bike
Dublin 6,Dublin 2,16-02-2024 11:21,16-02-2024 11:27,16-02-2024 11:32,16-02-2024 11:33,2.11,2,Medium,Van
Dublin 1,Dublin 11,08-02-2024 13:32,08-02-2024 13:39,08-02-2024 14:01,08-02-2024 14:01,4.82,1,High,Bike
Dublin 8,Dublin 2,09-02-2024 20:24,09-02-2024 20:38,09-02-2024 20:44,09-02-2024 20:44,1.85,4,Medium,Car
Dublin 11,Dublin 12,02-01-2024 18:37,02-01-2024 18:42,02-01-2024 18:59,02-01-2024 18:57,8.25,6,Medium,Bike
Dublin 6,Dublin 4,21-02-2024 17:20,21-02-2024 17:21,21-02-2024 17:31,21-02-2024 17:30,3.91,2,Low,Car
Dublin 1,Dublin 15,20-01-2024 10:22,20-01-2024 10:36,20-01-2024 11:03,20-01-2024 11:00,8.93,4,Medium,Car
Dublin 4,Dublin 11,17-01-2024 00:39,17-01-2024 00:42,17-01-2024 01:04,17-01-2024 01:01,8.58,1,High,Car
Dublin 4,Dublin 9,11-01-2024 06:58,11-01-2024 07:11,11-01-2024 07:23,11-01-2024 07:23,5.88,2,Low,Bike
Dublin 9,Dublin 8,26-02-2024 22:35,26-02-2024 22:41,26-02-2024 22:57,26-02-2024 22:57,5.58,5,Low,Bike
Dublin 12,Dublin 1,14-01-2024 11:19,14-01-2024 11:34,14-01-2024 11:48,14-01-2024 11:49,5.72,4,Medium,Car
Dublin 14,Dublin 4,15-01-2024 17:31,15-01-2024 17:33,15-01-2024 17:37,15-01-2024 17:38,2.75,2,Low,Bike
Dublin 2,Dublin 12,12-02-2024 14:34,12-02-2024 14:41,12-02-2024 14:59,12-02-2024 14:54,5.51,2,High,Bike
Dublin 15,Dublin 1,29-01-2024 16:19,29-01-2024 16:27,29-01-2024 16:48,29-01-2024 16:49,10.48,2,Medium,Bike
Dublin 14,Dublin 9,26-02-2024 04:27,26-02-2024 04:38,26-02-2024 05:00,26-02-2024 05:00,8.4,2,Medium,Car
Dublin 15,Dublin 6,12-01-2024 18:53,12-01-2024 18:57,12-01-2024 19:21,12-01-2024 19:19,11.06,3,Medium,Bike
Dublin 2,Dublin 11,27-01-2024 00:41,27-01-2024 00:56,27-01-2024 01:17,27-01-2024 01:16,6.62,2,Medium,Bike
Dublin 8,Dublin 9,12-02-2024 09:34,12-02-2024 09:45,12-02-2024 09:56,12-02-2024 09:56,4.43,3,Medium,Van
Dublin 8,Dublin 4,31-01-2024 04:24,31-01-2024 04:31,31-01-2024 04:45,31-01-2024 04:43,4.05,3,Medium,Car
Dublin 1,Dublin 11,27-02-2024 20:21,27-02-2024 20:22,27-02-2024 20:32,27-02-2024 20:34,5.21,2,Medium,Bike
Dublin 1,Dublin 6,16-01-2024 01:38,16-01-2024 01:45,16-01-2024 01:54,16-01-2024 01:54,3.6,4,Medium,Car
Dublin 9,Dublin 6,27-02-2024 13:26,27-02-2024 13:40,27-02-2024 14:05,27-02-2024 14:07,7.79,3,High,Car
Dublin 6,Dublin 12,26-02-2024 21:16,26-02-2024 21:21,26-02-2024 21:35,26-02-2024 21:36,4.13,3,Medium,Bike
Dublin 14,Dublin 9,01-02-2024 00:44,01-02-2024 00:59,01-02-2024 01:20,01-02-2024 01:21,9.2,2,Low,Van
Dublin 14,Dublin 12,10-01-2024 02:48,10-01-2024 02:59,10-01-2024 03:16,10-01-2024 03:15,5.86,5,High,Bike
Dublin 9,Dublin 11,28-02-2024 19:06,28-02-2024 19:07,28-02-2024 19:23,28-02-2024 19:24,3.61,2,High,Bike
Dublin 12,Dublin 2,12-01-2024 06:45,12-01-2024 06:54,12-01-2024 07:12,12-01-2024 07:13,5.11,0,Medium,Bike
Dublin 12,Dublin 11,20-02-2024 16:41,20-02-2024 16:43,20-02-2024 17:06,20-02-2024 17:10,8.8,6,High,Bike
Dublin 14,Dublin 6,14-01-2024 05:34,14-01-2024 05:48,14-01-2024 05:54,14-01-2024 05:54,2.52,2,Medium,Bike
Dublin 9,Dublin 14,25-02-2024 00:45,25-02-2024 00:58,25-02-2024 01:13,25-02-2024 01:13,9.38,3,Low,Car
Dublin 14,Dublin 9,19-02-2024 10:27,19-02-2024 10:31,19-02-2024 10:47,19-02-2024 10:44,8.41,6,Medium,Bike
Dublin 4,Dublin 2,16-01-2024 09:50,16-01-2024 10:01,16-01-2024 10:09,16-01-2024 10:10,3.25,1,Medium,Van
Dublin 4,Dublin 14,25-02-2024 19:50,25-02-2024 19:57,25-02-2024 20:10,25-02-2024 20:09,3.28,2,High,Van
Dublin 11,Dublin 8,05-02-2024 19:28,05-02-2024 19:43,05-02-2024 19:58,05-02-2024 19:59,5.38,2,Medium,Car
Dublin 9,Dublin 4,28-01-2024 15:20,28-01-2024 15:21,28-01-2024 15:32,28-01-2024 15:32,6.48,5,Low,Car
Dublin 6,Dublin 15,24-02-2024 09:34,24-02-2024 09:36,24-02-2024 10:01,24-02-2024 10:02,11.67,1,Low,Bike
Dublin 4,Dublin 6,05-02-2024 22:40,05-02-2024 22:53,05-02-2024 23:02,05-02-2024 23:01,4.04,5,Low,Car
Dublin 6,Dublin 9,07-01-2024 18:04,07-01-2024 18:08,07-01-2024 18:37,07-01-2024 18:34,7.17,2,High,Van
Dublin 2,Dublin 15,15-01-2024 03:42,15-01-2024 03:46,15-01-2024 04:11,15-01-2024 04:13,10.91,2,Medium,Car
Dublin 1,Dublin 2,17-02-2024 17:18,17-02-2024 17:23,17-02-2024 17:26,17-02-2024 17:26,1.2,2,Medium,Car
Dublin 6,Dublin 12,28-01-2024 12:47,28-01-2024 13:01,28-01-2024 13:08,28-01-2024 13:07,4.04,4,Low,Car
Dublin 2,Dublin 9,26-01-2024 02:25,26-01-2024 02:26,26-01-2024 02:35,26-01-2024 02:36,4.6,0,Medium,Bike
Dublin 12,Dublin 11,23-02-2024 13:54,23-02-2024 13:57,23-02-2024 14:22,23-02-2024 14:19,8.21,5,High,Car
Dublin 8,Dublin 6,17-02-2024 22:09,17-02-2024 22:11,17-02-2024 22:13,17-02-2024 22:13,1.21,6,Low,Van
Dublin 9,Dublin 6,15-02-2024 08:19,15-02-2024 08:33,15-02-2024 08:51,15-02-2024 08:50,6.61,2,Medium,Bike
Dublin 2,Dublin 8,26-01-2024 10:38,26-01-2024 10:53,26-01-2024 10:57,26-01-2024 10:58,1.98,7,Low,Car
Dublin 8,Dublin 9,08-01-2024 21:31,08-01-2024 21:32,08-01-2024 21:40,08-01-2024 21:40,4.76,7,Low,Bike
Dublin 12,Dublin 6,24-02-2024 03:14,24-02-2024 03:21,24-02-2024 03:33,24-02-2024 03:34,3.38,0,Medium,Car
Dublin 12,Dublin 14,25-02-2024 13:13,25-02-2024 13:27,25-02-2024 13:41,25-02-2024 13:42,5.7,2,Medium,Van
Dublin 11,Dublin 1,25-02-2024 02:21,25-02-2024 02:23,25-02-2024 02:34,25-02-2024 02:34,4.93,6,Medium,Van
Dublin 15,Dublin 2,12-01-2024 00:37,12-01-2024 00:50,12-01-2024 01:11,12-01-2024 01:08,11.12,7,Low,Car
Dublin 15,Dublin 11,06-02-2024 04:08,06-02-2024 04:20,06-02-2024 04:41,06-02-2024 04:41,7.34,1,Medium,Car
Dublin 12,Dublin 15,17-02-2024 21:59,17-02-2024 22:00,17-02-2024 22:27,17-02-2024 22:27,9.51,3,High,Car
Dublin 11,Dublin 1,20-01-2024 23:56,21-01-2024 00:06,21-01-2024 00:15,21-01-2024 00:13,4.74,2,Low,Bike
Dublin 8,Dublin 11,03-01-2024 21:59,03-01-2024 22:11,03-01-2024 22:24,03-01-2024 22:25,6.15,4,Medium,Bike
Dublin 9,Dublin 6,26-01-2024 12:18,26-01-2024 12:26,26-01-2024 12:47,26-01-2024 12:43,6.97,1,Medium,Car
Dublin 8,Dublin 4,20-01-2024 09:23,20-01-2024 09:32,20-01-2024 09:44,20-01-2024 09:47,4.63,3,Medium,Bike
Dublin 11,Dublin 9,16-01-2024 23:51,17-01-2024 00:05,17-01-2024 00:17,17-01-2024 00:18,3.45,1,Medium,Bike
Dublin 14,Dublin 6,30-01-2024 03:28,30-01-2024 03:42,30-01-2024 03:47,30-01-2024 03:47,2.64,3,Medium,Bike
Dublin 11,Dublin 9,26-02-2024 22:20,26-02-2024 22:28,26-02-2024 22:35,26-02-2024 22:36,2.95,3,Medium,Bike
Dublin 12,Dublin 9,01-02-2024 00:11,01-02-2024 00:24,01-02-2024 00:48,01-02-2024 00:47,8.37,3,Medium,Bike
Dublin 4,Dublin 9,02-01-2024 18:47,02-01-2024 18:49,02-01-2024 19:04,02-01-2024 19:05,6.38,1,Low,Car
Dublin 14,Dublin 8,21-02-2024 07:09,21-02-2024 07:18,21-02-2024 07:27,21-02-2024 07:27,4.81,3,Low,Bike
Dublin 2,Dublin 15,07-02-2024 03:56,07-02-2024 04:10,07-02-2024 04:28,07-02-2024 04:29,10.57,1,Low,Car
Dublin 11,Dublin 4,05-02-2024 09:34,05-02-2024 09:36,05-02-2024 09:59,05-02-2024 09:58,7.82,4,High,Van
Dublin 8,Dublin 15,22-02-2024 05:25,22-02-2024 05:27,22-02-2024 05:57,22-02-2024 05:59,9.44,4,Medium,Van
Dublin 6,Dublin 14,15-01-2024 10:37,15-01-2024 10:48,15-01-2024 11:00,15-01-2024 11:00,2.49,7,High,Bike
Dublin 6,Dublin 12,29-02-2024 07:20,29-02-2024 07:33,29-02-2024 07:46,29-02-2024 07:45,4.23,5,Low,Bike
Dublin 1,Dublin 15,14-02-2024 07:43,14-02-2024 07:57,14-02-2024 08:22,14-02-2024 08:22,10.16,6,Medium,Van
Dublin 6,Dublin 11,18-01-2024 06:26,18-01-2024 06:40,18-01-2024 07:03,18-01-2024 07:05,8.29,1,Medium,Car
Dublin 11,Dublin 8,03-02-2024 11:06,03-02-2024 11:19,03-02-2024 11:36,03-02-2024 11:36,4.82,7,High,Bike
Dublin 6,Dublin 9,19-02-2024 12:27,19-02-2024 12:33,19-02-2024 12:45,19-02-2024 12:43,6.66,2,Low,Bike
Dublin 6,Dublin 14,23-02-2024 00:45,23-02-2024 00:48,23-02-2024 00:52,23-02-2024 00:52,2.48,1,Low,Van
Dublin 12,Dublin 14,29-01-2024 20:49,29-01-2024 20:51,29-01-2024 21:11,29-01-2024 21:11,6.22,4,High,Car
Dublin 14,Dublin 6,12-02-2024 16:26,12-02-2024 16:31,12-02-2024 16:42,12-02-2024 16:43,3.05,2,Medium,Car
Dublin 12,Dublin 15,10-02-2024 00:51,10-02-2024 00:53,10-02-2024 01:33,10-02-2024 01:43,9.15,3,High,Car
Dublin 14,Dublin 1,01-02-2024 23:21,01-02-2024 23:29,01-02-2024 23:53,01-02-2024 23:51,5.36,1,High,Car
Dublin 2,Dublin 8,22-02-2024 04:38,22-02-2024 04:43,22-02-2024 04:47,22-02-2024 04:47,1.36,4,High,Car
Dublin 12,Dublin 11,13-01-2024 11:19,13-01-2024 11:26,13-01-2024 11:43,13-01-2024 11:43,7.99,2,Low,Car
Dublin 8,Dublin 9,22-01-2024 12:02,22-01-2024 12:12,22-01-2024 12:24,22-01-2024 12:26,4.8,5,Medium,Car
Dublin 14,Dublin 15,29-01-2024 22:56,29-01-2024 23:10,29-01-2024 23:36,29-01-2024 23:37,13.72,5,Low,Car
Dublin 9,Dublin 15,12-01-2024 05:27,12-01-2024 05:40,12-01-2024 06:10,12-01-2024 06:10,9.48,1,High,Car
Dublin 4,Dublin 6,23-01-2024 23:30,23-01-2024 23:40,23-01-2024 23:45,23-01-2024 23:45,2.69,3,Medium,Van
Dublin 1,Dublin 12,12-01-2024 05:03,12-01-2024 05:09,12-01-2024 05:17,12-01-2024 05:17,5.12,7,Low,Car
Dublin 11,Dublin 12,13-01-2024 22:34,13-01-2024 22:48,13-01-2024 23:16,13-01-2024 23:11,7.88,3,Medium,Bike
Dublin 11,Dublin 8,15-02-2024 19:34,15-02-2024 19:36,15-02-2024 19:48,15-02-2024 19:47,5.74,5,Low,Bike
Dublin 2,Dublin 9,11-02-2024 10:48,11-02-2024 11:01,11-02-2024 11:12,11-02-2024 11:12,4.46,2,Low,Van
Dublin 1,Dublin 14,06-01-2024 17:12,06-01-2024 17:23,06-01-2024 17:42,06-01-2024 17:38,5.76,5,Medium,Van
Dublin 14,Dublin 1,01-01-2024 18:10,01-01-2024 18:16,01-01-2024 18:40,01-01-2024 18:39,6.23,0,Medium,Van
Dublin 15,Dublin 9,07-01-2024 15:34,07-01-2024 15:37,07-01-2024 15:56,07-01-2024 15:54,10.53,3,Low,Bike
Dublin 6,Dublin 9,10-01-2024 03:49,10-01-2024 04:03,10-01-2024 04:26,10-01-2024 04:20,6.94,4,Medium,Bike
Dublin 4,Dublin 12,17-01-2024 11:44,17-01-2024 11:53,17-01-2024 12:04,17-01-2024 12:03,6.77,3,Low,Bike
Dublin 1,Dublin 14,12-01-2024 06:45,12-01-2024 06:58,12-01-2024 07:12,12-01-2024 07:12,5.16,5,High,Bike
Dublin 4,Dublin 15,17-02-2024 12:39,17-02-2024 12:42,17-02-2024 13:27,17-02-2024 13:37,13.22,5,High,Car
Dublin 15,Dublin 9,11-02-2024 17:14,11-02-2024 17:29,11-02-2024 17:51,11-02-2024 17:49,10.23,3,Medium,Car
Dublin 2,Dublin 14,07-01-2024 07:00,07-01-2024 07:06,07-01-2024 07:18,07-01-2024 07:17,4.53,1,Low,Van
Dublin 12,Dublin 6,07-02-2024 03:10,07-02-2024 03:11,07-02-2024 03:18,07-02-2024 03:18,3.6,1,Medium,Van
Dublin 15,Dublin 2,17-02-2024 15:36,17-02-2024 15:38,17-02-2024 16:11,17-02-2024 16:07,11.12,1,Medium,Car
Dublin 15,Dublin 14,17-02-2024 19:36,17-02-2024 19:43,17-02-2024 20:16,17-02-2024 20:20,13.79,2,Medium,Bike
Dublin 4,Dublin 12,19-01-2024 08:37,19-01-2024 08:42,19-01-2024 09:10,19-01-2024 09:10,7.71,2,High,Car
Dublin 2,Dublin 12,03-01-2024 12:03,03-01-2024 12:11,03-01-2024 12:20,03-01-2024 12:20,4.87,9,Low,Car
Dublin 8,Dublin 12,27-01-2024 11:23,27-01-2024 11:36,27-01-2024 11:48,27-01-2024 11:49,3.33,1,Medium,Van
Dublin 6,Dublin 2,29-01-2024 06:54,29-01-2024 07:09,29-01-2024 07:13,29-01-2024 07:14,2.17,5,Medium,Car
Dublin 9,Dublin 1,18-02-2024 23:10,18-02-2024 23:11,18-02-2024 23:16,18-02-2024 23:16,2.33,5,Low,Bike
Dublin 14,Dublin 1,09-02-2024 19:39,09-02-2024 19:51,09-02-2024 20:04,09-02-2024 20:05,6.31,4,Medium,Car
Dublin 1,Dublin 6,10-01-2024 07:30,10-01-2024 07:38,10-01-2024 07:49,10-01-2024 07:49,4.19,0,High,Car
